고유번호,기준연도,행정동코드,행정동명,2007년사용량,2008년사용량,경도,위도
265,2008,1116058,화곡3동,55.221105,55.880596,126.8351141,37.5439302
231,2008,1114069,망원1동,51.942734,53.124791,126.9007265,37.5521849
237,2008,1112066,신사2동,37.829578,38.655474,126.9067539,37.5933874
284,2008,1118059,시흥3동,50.562222,50.521774,126.9067393,37.4406086
297,2008,1121068,신사동,57.489527,59.389609,126.9197666,37.4857049
306,2008,1122062,방배1동,70.275494,70.368563,126.9959053,37.4850573
288,2008,1122056,반포본동,36.285909,35.416121,126.9873462,37.5063564
271,2008,1118051,가산동,547.700436,571.652817,126.8850721,37.4756389
169,2008,1111052,월계2동,44.658782,46.49388,127.0492857,37.6340924
170,2008,1111075,공릉1.3동,106.395777,107.414577,127.0730413,37.6235052
218,2008,1113064,홍제3동,53.861449,55.380897,126.9501653,37.5919852
221,2008,1115054,목4동,61.773571,63.135543,126.8680596,37.534826
222,2008,1112051,녹번동,205.453156,204.039553,126.9355246,37.604229
235,2008,1114070,망원2동,46.975675,47.820065,126.8956961,37.5567473
242,2008,1114076,서강동,95.351522,114.086909,126.9241341,37.5463129
249,2008,1113052,천연동,46.316922,45.133571,126.9583141,37.5719571
246,2008,1112072,불광2동,62.816104,63.956527,126.93026,37.62426
251,2008,1113069,남가좌1동,42.609737,37.971863,126.9158688,37.5715267
252,2008,1113066,홍은1동,50.69938,51.398351,126.9478902,37.5996284
254,2008,1113070,남가좌2동,67.114152,68.947417,126.9211579,37.5784557
253,2008,1113068,홍은2동,85.537156,87.819454,126.9321546,37.5868455
260,2008,1117068,오류2동,67.127326,67.831268,126.8346877,37.4845164
261,2008,1117069,수궁동,62.940892,67.097431,126.8253891,37.4987947
263,2008,1116055,화곡본동,66.758945,68.446378,126.8482094,37.5425489
247,2008,1112073,응암3동,65.34452,67.699009,126.9181343,37.5899933
266,2008,1116059,화곡4동,54.776882,56.022744,126.85813,37.5359072
256,2008,1115066,신정3동,103.373125,108.342544,126.841494,37.5112551
258,2008,1115070,신정7동,72.072451,74.561674,126.8647258,37.5108635
259,2008,1116053,등촌2동,45.606554,46.622822,126.8594214,37.5447925
262,2008,1116054,등촌3동,129.47443,131.019797,126.8467162,37.561938
264,2008,1116057,화곡2동,36.457199,36.957893,126.8548119,37.5326968
274,2008,1117061,고척1동,224.865278,223.021012,126.8634217,37.5004217
280,2008,1115061,신월5동,37.776228,38.866633,126.8299898,37.5412271
290,2008,1120066,사당4동,27.529684,28.014563,126.9705189,37.4807107
295,2008,1121071,난향동,13.518065,14.025424,126.9184886,37.4619525
300,2008,1123057,청담2동,144.192096,148.0812,127.0447144,37.5225393
203,2008,1113065,홍제2동,33.146231,33.628572,126.9528452,37.5840871
204,2008,1114060,대흥동,88.437801,93.280876,126.9402373,37.5509928
205,2008,1114075,도화동,92.232336,93.691801,126.9467895,37.5364118
207,2008,1115071,목5동,139.916185,142.50256,126.8794298,37.5372358
208,2008,1117056,구로5동,153.653283,186.359739,126.8874986,37.5023806
209,2008,1117064,개봉2동,67.563994,68.444111,126.8578627,37.4923447
240,2008,1114073,성산2동,119.285884,121.571679,126.9040014,37.5676793
241,2008,1114074,상암동,157.097659,233.622073,126.8802908,37.5727035
244,2008,1117065,개봉3동,46.033435,46.748013,126.8538852,37.4864119
245,2008,1118055,독산4동,50.697494,51.491351,126.9050332,37.4693262
282,2008,1120055,상도3동,51.246679,52.724493,126.9349944,37.4974897
283,2008,1120056,상도4동,53.357753,54.075933,126.9401218,37.4976735
293,2008,1119061,양평1동,96.528607,100.370317,126.8869945,37.5256603
294,2008,1121064,서원동,76.263305,78.633605,126.933137,37.4801353
296,2008,1122051,서초1동,241.625801,251.424493,127.020373,37.486444
298,2008,1122052,서초2동,255.990183,291.971351,127.0278351,37.4890881
299,2008,1122065,방배4동,97.360452,100.155093,126.9914563,37.4897993
315,2008,1119055,당산1동,112.519634,113.156063,126.8971277,37.5241327
320,2008,1119066,신길4동,26.510426,26.821447,126.9132072,37.5075102
286,2008,1119062,양평2동,185.888596,185.371236,126.8946775,37.5396988
268,2008,1117055,구로4동,69.204983,70.4285,126.8897517,37.4912957
269,2008,1117071,구로2동,195.217486,202.939295,126.8783718,37.4966945
270,2008,1117072,개봉1동,86.427846,88.29635,126.8509947,37.5006766
287,2008,1119076,문래동,225.250881,240.667031,126.8917569,37.515614
289,2008,1118060,시흥4동,38.890862,39.81666,126.9092028,37.4595548
291,2008,1119071,대림2동,53.125673,56.349638,126.9008809,37.4899172
292,2008,1118057,시흥1동,119.654957,119.542269,126.8996423,37.453328
267,2008,1117054,구로3동,306.773709,328.650016,126.8947943,37.4852754
248,2008,1112074,역촌동,93.387408,93.682765,126.9123116,37.6050675
250,2008,1113062,홍제1동,55.548676,56.28132,126.9449503,37.5799306
